drugbank_id	entrez_gene_id	category	actions	
2-Amino-Vinyl-Phosphate	unknown_944856	target		
Lauric Acid	unknown_12930751	target		
Lauric Acid	unknown_944856	target		
Glucosamine 1-Phosphate	unknown_12930751	target		
Glucosamine 1-Phosphate	unknown_944856	target		
3-Deoxy-D-Manno-Oct-2-Ulosonic Acid	unknown_12930751	target		
3-Deoxy-D-Manno-Oct-2-Ulosonic Acid	unknown_944856	target		
Ferricrocin-Iron	unknown_12930751	target		
Ferricrocin-Iron	unknown_944856	target		
3-Oxo-Pentadecanoic Acid	unknown_12930751	target		
3-Oxo-Pentadecanoic Acid	unknown_944856	target		
Diphosphate	unknown_12930751	target		
Diphosphate	unknown_944856	target		
Rifamycin Cgp 4832	unknown_12930751	target		
Rifamycin Cgp 4832	unknown_944856	target		
L-Glycero-D-Manno-Heptopyranose	unknown_12930751	target		
L-Glycero-D-Manno-Heptopyranose	unknown_944856	target		
MYRISTIC ACID	unknown_12930751	target		
MYRISTIC ACID	unknown_944856	target		
Nz-(Dicarboxymethyl)Lysine	unknown_1027387	target		
Nz-(Dicarboxymethyl)Lysine	unknown_1076428	target		
Castanospermine	unknown_3636837	target		
Castanospermine	unknown_3637158	target		
Threonine-Aspartic Ester	unknown_12930249	target		
Threonine-Aspartic Ester	unknown_947454	target		
O3-Sulfonylgalactose	MBL2	target		
Methyl alpha-D-mannoside	MBL2	target		
O4-Sulfonylgalactose	MBL2	target		
beta-L-methyl-fucose	MBL2	target		
N-acetyl-alpha-neuraminic acid	MBL2	target		
alpha-L-methyl-fucose	MBL2	target		
Alpha-Methyl-N-Acetyl-D-Glucosamine	MBL2	target		
Phosphoenolpyruvate	unknown_12932715	target		
Phosphoenolpyruvate	unknown_945605	target		
2-Phosphoglycolic Acid	unknown_12932715	target		
2-Phosphoglycolic Acid	unknown_945605	target		
Phosphoenolpyruvate	unknown_1024177	target		
Phosphoenolpyruvate	unknown_1077667	target		
{[(2,2-Dihydroxy-Ethyl)-(2,3,4,5-Tetrahydroxy-6-Phosphonooxy-Hexyl)-Amino]-Methyl}-Phosphonic Acid	unknown_1024177	target		
{[(2,2-Dihydroxy-Ethyl)-(2,3,4,5-Tetrahydroxy-6-Phosphonooxy-Hexyl)-Amino]-Methyl}-Phosphonic Acid	unknown_1077667	target		
3-Fluoro-2-(Phosphonooxy)Propanoic Acid	unknown_1024177	target		
3-Fluoro-2-(Phosphonooxy)Propanoic Acid	unknown_1077667	target		
1-Deoxy-Ribofuranose-5'-Phosphate	unknown_1024177	target		
1-Deoxy-Ribofuranose-5'-Phosphate	unknown_1077667	target		
Phosphoenolpyruvate	ENO3	target		
2-Phosphoglycolic Acid	ENO3	target		
2-Phospho-D-Glyceric Acid	ENO3	target		
Phosphonoacetohydroxamic Acid	ENO3	target		
Phosphoenolpyruvate	PCK1	target		
1-(2-Fluorobenzyl)-3-Butyl-8-(N-Acetyl-4-Aminobenzyl)-Xanthine	PCK1	target		
1-Allyl-3-Butyl-8-(N-Acetyl-4-Aminobenzyl)-Xanthine	PCK1	target		
Phosphomethylphosphonic Acid-Guanylate Ester	PCK1	target		
Phosphoenolpyruvate	unknown_897299	target		
Erythose-4-Phosphate	unknown_897299	target		
2,3,5,6-Tetrafluoro-4-Methoxy-Benzamide	LGALS3	target		
Methylamine	unknown_12930862	target		
Methylamine	unknown_945084	target		
Lauryl Dimethylamine-N-Oxide	unknown_12930862	target		
Lauryl Dimethylamine-N-Oxide	unknown_945084	target		
1,2-Propanediol	unknown_12930229	target		
1,2-Propanediol	unknown_947273	target		
Adenosine-5-Diphosphoribose	unknown_12930229	target		
Adenosine-5-Diphosphoribose	unknown_947273	target		
2-Deoxy-D-Glucitol 6-(E)-Vinylhomophosphonate	ISYNA1	target		
Glycerol	ISYNA1	target		
2-Deoxy-Glucitol-6-Phosphate	ISYNA1	target		
4,6-Dideoxyglucose	unknown_938356	target		
6-Amino-4-Hydroxymethyl-Cyclohex-4-Ene-1,2,3-Triol	unknown_938356	target		
Beta-D-Glucose	unknown_938356	target		
Dimethylformamide	CELA1	target		
Para-Isopropylaniline	CELA1	target		
Mdl 101,146	CELA1	target		
2-[5-Methanesulfonylamino-2-(4-Aminophenyl)-6-Oxo-1,6-Dihydro-1-Pyrimidinyl]-N-(3,3,3-Trifluoro-1-Isopropyl-2-Oxopropyl)Acetamide	CELA1	target		
2-[4-[[(S)-1-[[(S)-2-[[(Rs)-3,3,3-Trifluoro-1-Isopropyl-2-Oxopropyl]Aminocarbonyl]Pyrrolidin-1-Yl-]Carbonyl]-2-Methylpropyl]Aminocarbonyl]Benzoylamino]Acetic Acid	CELA1	target		
(Tert-Butyloxycarbonyl)-Alanyl-Alanyl-Amine	CELA1	target		
N-[2-(1-Formyl-2-Methyl-Propyl)-1-(4-Piperidin-1-Yl-but-2-Enoyl)-Pyrrolidin-3-Yl]-Methanesulfonamide	CELA1	target		
ONO-6818	CELA1	target		
(3R)-3-ethyl-N-[(4-methylphenyl)sulfonyl]-L-aspartic acid	CELA1	target		
(TERT-BUTYLOXYCARBONYL)-ALANYL-AMINO ETHYL-FORMAMIDE	CELA1	target		
(2-BROMOETHYL)(2-'FORMYL-4'-AMINOPHENYL) ACETATE	CELA1	target		
[1-(3-CHLORO-2-FORMYL-PHENYLCARBAMOYL)-2-METHYL-PROPYL]-CARBAMIC ACID TERT-BUTYL ESTER	CELA1	target		
METHYL(2-ACETOXY-2-(2-CARBOXY-4-AMINO-PHENYL))ACETATE	CELA1	target		
(2R)-3-{[(BENZYLAMINO)CARBONYL]AMINO}-2-HYDROXYPROPANOIC ACID	CELA1	target		
3-[[(METHYLAMINO)SULFONYL]AMINO]-2-OXO-6-PHENYL-N-[3,3,3-TRIFLUORO-1-(1-METHYLETHYL)-2-OXOPHENYL]-1(2H)-PYRIDINE ACETAMIDE	CELA1	target		
(2S,3S)-3-FORMYL-2-({[(4-METHYLPHENYL)SULFONYL]AMINO}METHYL)PENTANOIC ACID	CELA1	target		
(2S,3S)-3-FORMYL-2-({[(4-NITROPHENYL)SULFONYL]AMINO}METHYL)PENTANOIC ACID	CELA1	target		
Kaempherol	UGT3A1	target		
Quercetin	UGT3A1	target		
Bacteriochlorophyll A	unknown_1006040	target		
5-Bromonicotinamide	ART1	target		
Phosphoaspartate	unknown_1114041	target		
Alpha-D-Galactose-1-Phosphate	unknown_1114041	target		
Alpha-D-Glucose 1,6-Bisphosphate	unknown_1114041	target		
Phosphoaspartate	unknown_1255531	target		
[1-(4-Fluorobenzyl)Cyclobutyl]Methyl (1s)-1-[Oxo(1h-Pyrazol-5-Ylamino)Acetyl]Pentylcarbamate	CTSK	target		
3-amino-5-phenylpentane	CTSK	target		
1-[N[(Phenylmethoxy)Carbonyl]-L-Leucyl-4-[[N/N-[(Phenylmethoxy)Carbonyl]-/Nl-Leucyl]Amino]-3-Pyrrolidinone/N	CTSK	target		
N2-[(benzyloxy)carbonyl]-n1-[(3S)-1-cyanopyrrolidin-3-yl]-l-leucinamide	CTSK	target		
Benzofuran-2-Carboxylic Acid {(S)-3-Methyl-1-[3-Oxo-1-(Pyridin-2-Ylsulfonyl)Azepan-4-Ylcarbamoyl]Butyl}Amide	CTSK	target		
1,5-Bis(N-Benzyloxycarbonyl-L-Leucinyl)Carbohydrazide	CTSK	target		
N2-({[(4-Bromophenyl)Methyl]Oxy}Carbonyl)-N1-[(1s)-1-Formylpentyl]-L-Leucinamide	CTSK	target		
1-[2-(3-Biphenyl)-4-Methylvaleryl)]Amino-3-(2-Pyridylsulfonyl)Amino-2-Propanone	CTSK	target		
Tert-Butyl(1s)-1-Cyclohexyl-2-Oxoethylcarbamate	CTSK	target		
MIV-701	CTSK	target		
1-{7-cyclohexyl-6-[4-(4-methylpiperazin-1-yl)benzyl]-7H-pyrrolo[2,3-d]pyrimidin-2-yl}methanamine	CTSK	target		
(1R)-2-METHYL-1-(PHENYLMETHYL)PROPYL[(1S)-1-FORMYLPENTYL]CARBAMATE	CTSK	target		
1-(PHENYLMETHYL)CYCLOPENTYL[(1S)-1-FORMYLPENTYL]CARBAMATE	CTSK	target		
6-(cyclohexylamino)-9-[2-(4-methylpiperazin-1-yl)-ethyl]-9H-purine-2-carbonitrile	CTSK	target		
9-CYCLOPENTYL-6-[2-(3-IMIDAZOL-1-YL-PROPOXY)-PHENYLAMINO]-9H-PURINE-2-CARBONITRILE	CTSK	target		
N-(2-AMINOETHYL)-N~2~-{(1S)-1-[4'-(AMINOSULFONYL)BIPHENYL-4-YL]-2,2,2-TRIFLUOROETHYL}-L-LEUCINAMIDE	CTSK	target		
(1R,2R)-N-(2-AMINOETHYL)-2-{[(4-METHOXYPHENYL)SULFONYL]METHYL}CYCLOHEXANECARBOXAMIDE	CTSK	target		
TERT-BUTYL 2-CYANO-2-METHYLHYDRAZINECARBOXYLATE	CTSK	target		
4-Diphosphocytidyl-2-C-Methyl-D-Erythritol 2-Phosphate	unknown_1024297	target		
4-Diphosphocytidyl-2-C-Methyl-D-Erythritol 2-Phosphate	unknown_1079227	target		
Geranyl Diphosphate	unknown_1024297	target		
Geranyl Diphosphate	unknown_1079227	target		
Cytidine-5'-Monophosphate	unknown_1024297	target		
Cytidine-5'-Monophosphate	unknown_1079227	target		
4-Diphosphocytidyl-2-C-Methyl-D-Erythritol	unknown_1024297	target		
4-Diphosphocytidyl-2-C-Methyl-D-Erythritol	unknown_1079227	target		
2c-Methyl-D-Erythritol 2,4-Cyclodiphosphate	unknown_1024297	target		
2c-Methyl-D-Erythritol 2,4-Cyclodiphosphate	unknown_1079227	target		
Cytidine-5'-Diphosphate	unknown_1024297	target		
Cytidine-5'-Diphosphate	unknown_1079227	target		
Cordycepin Triphosphate	PAPOLA	target		
3-Sulfinoalanine	PAPOLA	target		
Triphospate	PAPOLA	target		
Uridine diphosphate glucose	GYG1	target		
Uridine-5'-Diphosphate	GYG1	target		
Uridine diphosphate glucose	unknown_12930479	target		
Uridine diphosphate glucose	unknown_946405	target		
alpha-D-glucose 6-phosphate	unknown_12930479	target		
alpha-D-glucose 6-phosphate	unknown_946405	target		
Uridine-5'-Diphosphate	unknown_12930479	target		
Uridine-5'-Diphosphate	unknown_946405	target		
Uridine-5'-Diphosphate-2-Deoxy-2-Fluoro-Alpha-D-Galactose	unknown_12930479	target		
Uridine-5'-Diphosphate-2-Deoxy-2-Fluoro-Alpha-D-Galactose	unknown_946405	target		
Uridine diphosphate glucose	unknown_12932709	target		
Uridine diphosphate glucose	unknown_945357	target		
Uridine-5'-Diphosphate	unknown_12932709	target		
Uridine-5'-Diphosphate	unknown_945357	target		
Uridine-5'-Monophosphate	unknown_12932709	target		
Uridine-5'-Monophosphate	unknown_945357	target		
Uridine diphosphate glucose	GALE	target		
Uridine-Diphosphate-N-Acetylgalactosamine	GALE	target		
Tetramethylammonium Ion	GALE	target		
Uridine-Diphosphate-N-Acetylglucosamine	GALE	target		
Galactose-uridine-5'-diphosphate	GALE	target		
Uridine diphosphate glucose	unknown_1253616	target		
Thymidine-5'-Triphosphate	unknown_1253616	target		
Uridine diphosphate glucose	unknown_12932906	target		
Uridine diphosphate glucose	unknown_945354	target		
Uridine-5'-Diphosphate-Mannose	unknown_12932906	target		
Uridine-5'-Diphosphate-Mannose	unknown_945354	target		
Phenyl-Uridine-5'-Diphosphate	unknown_12932906	target		
Phenyl-Uridine-5'-Diphosphate	unknown_945354	target		
Uridine-Diphosphate-N-Acetylglucosamine	unknown_12932906	target		
Uridine-Diphosphate-N-Acetylglucosamine	unknown_945354	target		
Uridine-5'-Diphosphate	unknown_12932906	target		
Uridine-5'-Diphosphate	unknown_945354	target		
Uridine-5'-Diphosphate-4-Deoxy-4-Fluoro-Alpha-D-Galactose	unknown_12932906	target		
Uridine-5'-Diphosphate-4-Deoxy-4-Fluoro-Alpha-D-Galactose	unknown_945354	target		
Uridine diphosphate glucose	unknown_1258765	target		
Uridine-5'-Diphosphate	unknown_1258765	target		
Uridine diphosphate glucose	GLT6D1	target		
Beta-D-Glucose	GLT6D1	target		
Uridine-5'-Diphosphate	GLT6D1	target		
Uridine-5'-Monophosphate	GLT6D1	target		
Lactose	GLT6D1	target		
Isopropyl beta-D-thiogalactopyranoside	unknown_12934192	target		
Isopropyl beta-D-thiogalactopyranoside	unknown_945006	target		
D-Galctopyranosyl-1-On	unknown_12934192	target		
D-Galctopyranosyl-1-On	unknown_945006	target		
1-O-[O-Nitrophenyl]-Beta-D-Galactopyranose	unknown_12934192	target		
1-O-[O-Nitrophenyl]-Beta-D-Galactopyranose	unknown_945006	target		
2-deoxy-2-fluoro-β-D-galactose	unknown_12934192	target		
2-deoxy-2-fluoro-β-D-galactose	unknown_945006	target		
(5r,6s,7s,8s)-5-Hydroxymethyl-6,7,8-Trihydroxy-Tetrazolo[1,5-a]Piperidine	unknown_12934192	target		
(5r,6s,7s,8s)-5-Hydroxymethyl-6,7,8-Trihydroxy-Tetrazolo[1,5-a]Piperidine	unknown_945006	target		
4-nitrophenyl-beta-D-galactoside	unknown_12934192	target		
4-nitrophenyl-beta-D-galactoside	unknown_945006	target		
Allolactose	unknown_12934192	target		
Allolactose	unknown_945006	target		
2-Fluoro-2-Deoxy-Beta-D-Galactopyranosyl-Beta-D-Glucopyranose	unknown_12934192	target		
2-Fluoro-2-Deoxy-Beta-D-Galactopyranosyl-Beta-D-Glucopyranose	unknown_945006	target		
2-Deoxy-Beta-D-Galactose	unknown_12934192	target		
2-Deoxy-Beta-D-Galactose	unknown_945006	target		
Lactose	unknown_12934192	target		
Lactose	unknown_945006	target		
S,S-(2-Hydroxyethyl)Thiocysteine	unknown_12934192	target		
S,S-(2-Hydroxyethyl)Thiocysteine	unknown_945006	target		
Isopropyl beta-D-thiogalactopyranoside	unknown_12934190	target		
Isopropyl beta-D-thiogalactopyranoside	unknown_945674	target		
Coenzyme A	unknown_12934190	target		
Coenzyme A	unknown_945674	target		
4-nitrophenyl-beta-D-galactoside	unknown_12934190	target		
4-nitrophenyl-beta-D-galactoside	unknown_945674	target		
Isopropyl beta-D-thiogalactopyranoside	unknown_12931674	target		
Isopropyl beta-D-thiogalactopyranoside	unknown_945007	target		
ORTHONITROPHENYL-BETA-D-FUCOPYRANOSIDE	unknown_12931674	target		
ORTHONITROPHENYL-BETA-D-FUCOPYRANOSIDE	unknown_945007	target		
Inositol 1,3,4,5-Tetrakisphosphate	PLEKHA4	target		
Inositol 1,3,4,5-Tetrakisphosphate	BTK	target		
XL418	BTK	target		
Ibrutinib	BTK	target	inhibitor	
Inositol 1,3,4,5-Tetrakisphosphate	DAPP1	target		
Inositol 1,3,4,5-Tetrakisphosphate	ITPKA	target		
D-Myo-Inositol-1,4,5-Triphosphate	ITPKA	target		
Phosphoaminophosphonic Acid-Adenylate Ester	ITPKA	target		
Inositol 1,3,4,5-Tetrakisphosphate	CYTH2	target		
Formic Acid	CYTH2	target		
D-Myo-Inositol-1,4,5-Triphosphate	CYTH2	target		
S,S-(2-Hydroxyethyl)Thiocysteine	CYTH2	target		
1,6,7,8,9,11A,12,13,14,14A-DECAHYDRO-1,13-DIHYDROXY-6-METHYL-4H-CYCLOPENT[F]OXACYCLOTRIDECIN-4-ONE	CYTH2	target		
Inositol 1,3,4,5-Tetrakisphosphate	CYTH3	target		
Inositol-(1,3,4,5,6)-Pentakisphosphate	CYTH3	target		
5'-Guanosine-Diphosphate-Monothiophosphate	ARF6	target		
Guanosine-5'-Diphosphate	ARF6	target		
MYRISTIC ACID	ARF6	target		
5'-Guanosine-Diphosphate-Monothiophosphate	RAB11A	target		
Guanosine-5'-Diphosphate	RAB11A	target		
1,4-Dithio-Alpha-D-Mannose	AMY2B	target		
N-[4-Hydroxymethyl-Cyclohexan-6-Yl-1,2,3-Triol]-4,6-Dideoxy-4-Aminoglucopyranoside	AMY2B	target		
Beta-D-Glucose	AMY2B	target		
4-Methylthio-Alpha-D-Mannose	AMY2B	target		
Pyroglutamic Acid	AMY2B	target		
5-Hydroxymethyl-Chonduritol	AMY2B	target		
alpha-maltotriose	AMY2B	target		
Maltose	AMY2B	target		
P-Nitrophenol	AMY2B	target		
Epothilone D	TUBA3D	target		
Epothilone D	TUBA3C	target		
Epothilone B	TUBA3D	target		
Epothilone B	TUBA3C	target		
CYT997	TUBA3D	target		
CYT997	TUBA3C	target		
Epothilone D	TUBB4A	target		
Epothilone B	TUBB4A	target		
CYT997	TUBB4A	target		
ZEN-012	TUBB4A	target		
Epothilone D	TUBB3	target		
Epothilone B	TUBB3	target		
Ixabepilone	TUBB3	target	inhibitor	
CYT997	TUBB3	target		
ZEN-012	TUBB3	target		
Epothilone D	TUBA1C	target		
Epothilone B	TUBA1C	target		
CYT997	TUBA1C	target		
2-MERCAPTO-N-[1,2,3,10-TETRAMETHOXY-9-OXO-5,6,7,9-TETRAHYDRO-BENZO[A]HEPTALEN-7-YL]ACETAMIDE	TUBA1C	target		
Epothilone D	EHHADH	target		
Epothilone D	TUBA8	target		
Epothilone B	EHHADH	target		
Epothilone B	TUBA8	target		
Epothilone D	TUBA1B	target		
Epothilone B	TUBA1B	target		
CYT997	TUBA1B	target		
2-MERCAPTO-N-[1,2,3,10-TETRAMETHOXY-9-OXO-5,6,7,9-TETRAHYDRO-BENZO[A]HEPTALEN-7-YL]ACETAMIDE	TUBA1B	target		
(S)-2-{Methyl-[2-(Naphthalene-2-Sulfonylamino)-5-(Naphthalene-2-Sulfonyloxy)-Benzoyl]-Amino}-Succinicacid	unknown_9127042	target		
Aminomethylcyclohexane	unknown_9127042	target		
Cyclohexylammonium Ion	unknown_9127042	target		
L-Iso-Aspartate	unknown_9127042	target		
3'-1-Carboxy-1-Phosphonooxy-Ethoxy-Uridine-Diphosphate-N-Acetylglucosamine	unknown_9127042	target		
1-Anilino-8-Naphthalene Sulfonate	unknown_9127042	target		
3,4-Dihydroxycinnamic Acid	unknown_3722088	target		
Para-Coumaric Acid	unknown_3722088	target		
3,4-Dihydroxycinnamic Acid	MIF	target		
7-Hydroxy-2-Oxo-Chromene-3-Carboxylic Acid Ethyl Ester	MIF	target		
Citric Acid	MIF	target		
3-(4-HYDROXY-PHENYL)PYRUVIC ACID	MIF	target		
3-(4-HYDROXYPHENYL)-4,5-DIHYDRO-5-ISOXAZOLE-ACETIC ACID METHYL ESTER	MIF	target		
4-HYDROXYBENZALDEHYDE O-(CYCLOHEXYLCARBONYL)OXIME	MIF	target		
3-FLUORO-4-HYDROXYBENZALDEHYDE O-(CYCLOHEXYLCARBONYL)OXIME	MIF	target		
4-HYDROXYBENZALDEHYDE O-(3,3-DIMETHYLBUTANOYL)OXIME	MIF	target		
6-HYDROXY-1,3-BENZOTHIAZOLE-2-SULFONAMIDE	MIF	target		
N-(Sulfanylacetyl)Tyrosylprolylmethioninamide	unknown_1158731	target		
N-(Sulfanylacetyl)Tyrosylprolylmethioninamide	unknown_3361711	target		
GM6001	unknown_1158731	target		
GM6001	unknown_3361711	target		
N,N'-Bis(4-Amino-2-Methylquinolin-6-Yl)Urea	unknown_1158731	target		
N,N'-Bis(4-Amino-2-Methylquinolin-6-Yl)Urea	unknown_3361711	target		
(2R)-2-{[(4-FLUORO-3-METHYLPHENYL)SULFONYL]AMINO}-N-HYDROXY-2-TETRAHYDRO-2H-PYRAN-4-YLACETAMIDE	unknown_1158731	target		
(2R)-2-{[(4-FLUORO-3-METHYLPHENYL)SULFONYL]AMINO}-N-HYDROXY-2-TETRAHYDRO-2H-PYRAN-4-YLACETAMIDE	unknown_3361711	target		
(E)-3-(5((5-(4-CHLOROPHENYL)FURAN-2-YL)METHYLENE)-4-OXO-2-THIOXOTHIAZOLIDIN-3-YL)PROPANOIC ACID	unknown_1158731	target		
(E)-3-(5((5-(4-CHLOROPHENYL)FURAN-2-YL)METHYLENE)-4-OXO-2-THIOXOTHIAZOLIDIN-3-YL)PROPANOIC ACID	unknown_3361711	target		
4-[5-(Trans-4-Aminocyclohexylamino)-3-Isopropylpyrazolo[1,5-a]Pyrimidin-7-Ylamino]-N,N-Dimethylbenzenesulfonamide	CDK2	target		
Staurosporine	CDK2	target		
Indirubin-3'-Monoxime	CDK2	target	inhibitor	
4-(2,4-Dimethyl-Thiazol-5-Yl)-Pyrimidin-2-Ylamine	CDK2	target		
Olomoucine	CDK2	target	inhibitor	
4-[(4-Imidazo[1,2-a]Pyridin-3-Ylpyrimidin-2-Yl)Amino]Benzenesulfonamide	CDK2	target		
2-Amino-6-Chloropyrazine	CDK2	target		
6-O-Cyclohexylmethyl Guanine	CDK2	target		
N-[4-(2-Methylimidazo[1,2-a]Pyridin-3-Yl)-2-Pyrimidinyl]Acetamide	CDK2	target		
1-Amino-6-Cyclohex-3-Enylmethyloxypurine	CDK2	target		
N-(5-Cyclopropyl-1h-Pyrazol-3-Yl)Benzamide	CDK2	target		
Purvalanol	CDK2	target		
[4-(2-Amino-4-Methyl-Thiazol-5-Yl)-Pyrimidin-2-Yl]-(3-Nitro-Phenyl)-Amine	CDK2	target		
5-{[(2-Amino-9h-Purin-6-Yl)Oxy]Methyl}-2-Pyrrolidinone	CDK2	target		
4-(2,4-Dimethyl-Thiazol-5-Yl)-Pyrimidin-2-Yl]-(4-Trifluoromethyl-Phenyl)-Amine	CDK2	target		
Hymenialdisine	CDK2	target	inhibitor	
(5-Chloropyrazolo[1,5-a]Pyrimidin-7-Yl)-(4-Methanesulfonylphenyl)Amine	CDK2	target		
4-(5-Bromo-2-Oxo-2h-Indol-3-Ylazo)-Benzenesulfonamide	CDK2	target		
4-(2,5-Dichloro-Thiophen-3-Yl)-Pyrimidin-2-Ylamine	CDK2	target		
4-[(6-Amino-4-Pyrimidinyl)Amino]Benzenesulfonamide	CDK2	target		
4-[3-Hydroxyanilino]-6,7-Dimethoxyquinazoline	CDK2	target		
SU9516	CDK2	target	inhibitor	
3-Pyridin-4-Yl-2,4-Dihydro-Indeno[1,2-.C.]Pyrazole	CDK2	target		
Flavopiridol	CDK2	target	inhibitor	
(2e,3s)-3-Hydroxy-5'-[(4-Hydroxypiperidin-1-Yl)Sulfonyl]-3-Methyl-1,3-Dihydro-2,3'-Biindol-2'(1'h)-One	CDK2	target		
1-[(2-Amino-6,9-Dihydro-1h-Purin-6-Yl)Oxy]-3-Methyl-2-Butanol	CDK2	target		
4-((3r,4s,5r)-4-Amino-3,5-Dihydroxy-Hex-1-Ynyl)-5-Fluoro-3-[1-(3-Methoxy-1h-Pyrrol-2-Yl)-Meth-(Z)-Ylidene]-1,3-Dihydro-Indol-2-One	CDK2	target		
Lysine Nz-Carboxylic Acid	CDK2	target		
[2-Amino-6-(2,6-Difluoro-Benzoyl)-Imidazo[1,2-a]Pyridin-3-Yl]-Phenyl-Methanone	CDK2	target		
N-[4-(2,4-Dimethyl-1,3-Thiazol-5-Yl)Pyrimidin-2-Yl]-N'-Hydroxyimidoformamide	CDK2	target		
N'-(Pyrrolidino[2,1-B]Isoindolin-4-On-8-Yl)-N-(Pyridin-2-Yl)Urea	CDK2	target		
2-[Trans-(4-Aminocyclohexyl)Amino]-6-(Benzyl-Amino)-9-Cyclopentylpurine	CDK2	target		
4-[4-(4-Methyl-2-Methylamino-Thiazol-5-Yl)-Pyrimidin-2-Ylamino]-Phenol	CDK2	target		
3-[4-(2,4-Dimethyl-Thiazol-5-Yl)-Pyrimidin-2-Ylamino]-Phenol	CDK2	target		
PHENYLAMINOIMIDAZO(1,2-ALPHA)PYRIDINE	CDK2	target		
OLOMOUCINE II	CDK2	target		
TRIAZOLOPYRIMIDINE	CDK2	target		
AT7519	CDK2	target		
Bosutinib	CDK2	target	inhibitor	
4-[(7-OXO-7H-THIAZOLO[5,4-E]INDOL-8-YLMETHYL)-AMINO]-N-PYRIDIN-2-YL-BENZENESULFONAMIDE	CDK2	target		
(13R,15S)-13-METHYL-16-OXA-8,9,12,22,24-PENTAAZAHEXACYCLO[15.6.2.16,9.1,12,15.0,2,7.0,21,25]HEPTACOSA-1(24),2,4,6,17(25),18,20-HEPTAENE-23,26-DIONE	CDK2	target		
N-(3-cyclopropyl-1H-pyrazol-5-yl)-2-(2-naphthyl)acetamide	CDK2	target		
2-ANILINO-6-CYCLOHEXYLMETHOXYPURINE	CDK2	target		
1-(5-OXO-2,3,5,9B-TETRAHYDRO-1H-PYRROLO[2,1-A]ISOINDOL-9-YL)-3-(5-PYRROLIDIN-2-YL-1H-PYRAZOL-3-YL)-UREA	CDK2	target		
(5-phenyl-7-(pyridin-3-ylmethylamino)pyrazolo[1,5-a]pyrimidin-3-yl)methanol	CDK2	target		
2-(3,4-DIHYDROXYPHENYL)-8-(1,1-DIOXIDOISOTHIAZOLIDIN-2-YL)-3-HYDROXY-6-METHYL-4H-CHROMEN-4-ONE	CDK2	target		
(2R)-1-(DIMETHYLAMINO)-3-{4-[(6-{[2-FLUORO-5-(TRIFLUOROMETHYL)PHENYL]AMINO}PYRIMIDIN-4-YL)AMINO]PHENOXY}PROPAN-2-OL	CDK2	target		
5-(2,3-dichlorophenyl)-N-(pyridin-4-ylmethyl)-3-thiocyanatopyrazolo[1,5-a]pyrimidin-7-amine	CDK2	target		
O6-CYCLOHEXYLMETHOXY-2-(4'-SULPHAMOYLANILINO) PURINE	CDK2	target		
(2S)-N-[(3Z)-5-CYCLOPROPYL-3H-PYRAZOL-3-YLIDENE]-2-[4-(2-OXOIMIDAZOLIDIN-1-YL)PHENYL]PROPANAMIDE	CDK2	target		
5-[(2-AMINOETHYL)AMINO]-6-FLUORO-3-(1H-PYRROL-2-YL)BENZO[CD]INDOL-2(1H)-ONE	CDK2	target		
N-cyclopropyl-4-pyrazolo[1,5-b]pyridazin-3-ylpyrimidin-2-amine	CDK2	target		
3-((3-bromo-5-o-tolylpyrazolo[1,5-a]pyrimidin-7-ylamino)methyl)pyridine 1-oxide	CDK2	target		
6-CYCLOHEXYLMETHOXY-2-(3'-CHLOROANILINO) PURINE	CDK2	target		
3-bromo-5-phenyl-N-(pyridin-4-ylmethyl)pyrazolo[1,5-a]pyrimidin-7-amine	CDK2	target		
N-[5-(1,1-DIOXIDOISOTHIAZOLIDIN-2-YL)-1H-INDAZOL-3-YL]-2-(4-PIPERIDIN-1-YLPHENYL)ACETAMIDE	CDK2	target		
(3R)-3-(aminomethyl)-9-methoxy-1,2,3,4-tetrahydro-5H-[1]benzothieno[3,2-e][1,4]diazepin-5-one	CDK2	target		
5-[5,6-BIS(METHYLOXY)-1H-BENZIMIDAZOL-1-YL]-3-{[1-(2-CHLOROPHENYL)ETHYL]OXY}-2-THIOPHENECARBOXAMIDE	CDK2	target		
(2Z)-5'-BROMO-2,3'-BIINDOLE-2',3(1H,1'H)-DIONE AMMONIATE	CDK2	target		
(2S)-1-{4-[(4-ANILINO-5-BROMOPYRIMIDIN-2-YL)AMINO]PHENOXY}-3-(DIMETHYLAMINO)PROPAN-2-OL	CDK2	target		
(2R)-1-{4-[(4-ANILINO-5-BROMOPYRIMIDIN-2-YL)AMINO]PHENOXY}-3-(DIMETHYLAMINO)PROPAN-2-OL	CDK2	target		
2-IMINO-5-(1-PYRIDIN-2-YL-METH-(E)-YLIDENE)-1,3-THIAZOLIDIN-4-ONE	CDK2	target		
4-{5-[(Z)-(2,4-DIOXO-1,3-THIAZOLIDIN-5-YLIDENE)METHYL]FURAN-2-YL}BENZENESULFONAMIDE	CDK2	target		
4-{5-[(Z)-(2-IMINO-4-OXO-1,3-THIAZOLIDIN-5-YLIDENE)METHYL]-2-FURYL}-N-METHYLBENZENESULFONAMIDE	CDK2	target		
4-{5-[(Z)-(2-IMINO-4-OXO-1,3-THIAZOLIDIN-5-YLIDENE)METHYL]FURAN-2-YL}BENZENESULFONAMIDE	CDK2	target		
